791500	16606,8738,20297,24831,21050,23492,14712,10329
4054000	20121
4037500	14523
1699500	24715,16716
8040000	239,15138,17084,12994,23285,13872,11018
3010000	4220
3549000	5184
6998500	201
7435500	7975
10768750	19993
10000250	6171,28256
7476250	29099
10642000	5053,21334,16754,27625,25427,7567,10999,251,26728,23831,7576,9782,1966,20536
12229000	17389
731750	9195,7692
10588000	9295,14020
6921750	19197
4153000	21865,26523,14942,22621,17835
2688750	155,3181,22749,15721,3774,1739
1969000	12220
6897000	18544,7626,24177
10818500	5334,1038
10598500	155,9563,7105,14165,24385
12028500	18496,16540,13390,11196,21975,21392
1793250	2033
7699500	13592,9802,26127,1546,23698,5848
3350250	3384,18736,25420,1672,3409
3952000	25917,29099,2128,13998,21844,4648
12231250	27155,24274,28149
10492250	20045,28752,12606
6564500	11176,21950,12977
746000	21865,6571,155,7105
9706000	6364,13765,849,22094,6740,25933,29099,20297,12168,9612,23340,742
6852750	7208,4949,27906
3009000	14695,11000,19014,8724,7230,22393,12327,15019,12964,21840,28347,17732,5627,28411
12275500	7572,23134
2870250	14020,17606,29363,8327
448250	15911
7103000	23662,15019,15423,12586
4922750	18013,2669
7269250	26180
3719250	4960
6683750	17945,5267,29551,10169
9716500	28065,6908
621500	6326
5742000	25248,22307
7375000	11201,11857
8314250	11196,25933,4626,27618
11321750	22880,12358,13745,4238,4294,4262,28481,21672,10879,21684,27205,6242,9906,19891
5170500	6096,17581
9163000	6571,23475
2968250	14273,11624,16463
599750	20297,12285
4059500	12159,16463
1492500	24886
2492500	20979
9173750	16540,13784
1904750	23928,27314,9138
9512750	27205,4239,19903
3089500	1917
145750	11578
3644250	14661,7230,17781,4381
3014750	2353,7868,18558
6807250	22393,5712,10646
10521000	18612,7868
1240250	20297,18392
981000	14153,14020
9199500	24969,29099
1792000	16540,23214,9301,20630
11527500	16884
5901250	14575,12606
12371000	17514,23896,2254,25086,25570,12737,11543,8628,11776,17767
7190750	9413,14526,27791
4115500	6731,14470
299750	24601
5012750	5053,10893,11196,13020,2208,14818,8799,1335,5043
799000	29099,3555,24553,25839
7927750	15065
10578000	13778,14073,26523,20896
154500	5863,13830,8689
9685000	17032,3185
11701500	4281,16481,4366
1812000	11196
9039750	1293,14580
8195000	8943,11080,21672
415500	23164
1525000	11196,2257
4712250	18388,20902
7545250	14381
5254500	12717,25488,15478,7868,21672,24601
10443000	23628,19466,13460,14482,10570
1063000	22280,24929,22749,24196,20551,15019,530,14165,28481
3310750	14952,24083,23774
4073250	22836,17153,27415
861750	23284
2788750	18515,10702,11431,11176
3795000	29099
3211250	11076,7173
1074500	16602,12606
4907500	8965,11196,11060,8775,5712,6374
620500	21840,934,10646
2428500	17153
10654750	12212
11683250	12541
1688750	3145,12220,7248
472000	6211,25333,3515,23584
10539250	1461
10696000	11022
140500	23779,14625,3627,10480,18730
5248750	28924,27035
9802000	5883,24601
8555500	25372
2940000	11767,11272
1459000	6147
8102000	768
6299000	25830
11169500	10014
12239250	25618
10533750	17945,14261,13451,19974,24601
10322250	18575,1731,10702
8160750	18529,15308,17641,3958
6848750	21336
5110750	8414,25793,1739,3324
10234000	10970,14261,25086,19402,15019,28653,9111
10054250	4667,19660
8123500	1591
8280500	19,16674,17972
7568750	12285
5354000	10014
11957000	21078,23907,21995
6155250	5015,4220,27653
528250	155,8693,2963
1181250	8339
9394250	29203,19014,17087,14894
3849750	9549
5915250	15138
9069000	19937,24534,3677,22393,11456,28017,15302
3282250	11857
5693000	21899
4370750	23628,15638
6003750	5053,4750,23628,7737,10726,7868,26618,12285
12215000	8637,14942
2138750	14120
4770500	4808,5797,2610,20297
8163500	18868
5226250	24669,8689
4376250	28368,21225,27407,8689
9651250	1598,26754
1319000	5797,599,10449
10212500	24081,15959,24788
7600250	24869,3228
9436000	504
4475750	13592,259,3719,19113,20551,4949,2227,20536,23774
11131750	882,29472
9079500	25272,4691,15741,24447,7208,11022,27314,7868
4547500	8257
5037000	14796,27508,27791,7868
8216500	25308,3746,14159
5256500	614
12234750	26736,10176
10713250	11220
9121750	15946,21838,19974
309750	15365,4545
1244250	4324,28183
5078750	7260,14596,23628,25329,10329,23071
190500	20751
8072250	19036
4876750	11431,949,11378
3001000	21995
1953250	23984,14020,6783,12394
7715000	11790,24978
380000	5620,14174,12329,1773
6694750	3151,23007,18730
3787750	26969
6996000	13754
5261000	11000,24788
5769750	26614,143,2455
236000	17690,18275
5642000	10840
1104500	18678
11158000	239,6738,28876,26422,21930
6412250	7260,15159,13354
1617250	19405,12283,5077,18002
1531250	7026
6334000	10627
6634500	6571
6099250	13244
5952250	5094
9123500	14694,2610,3433,15138,20846
8909750	24054,22342,15681
8096750	28641,22077
6713250	24344,1758,2367,16768
239250	12647,28481
1767500	14626
7184500	10193,7868
8149250	11679
725000	20902,17835
11493000	14661,1533,12453,22727
371250	25596
9671750	26722
2232500	11000,11060,679
11612500	5848
10831750	5640
3977750	13975,21869
7306250	4691,22359
6400000	20551,2600,2452
282500	1962
7218000	10702,22317,18630
5968250	16406,13097
1909250	15992,10014,20516,504,23470,24645,6326,18180
8617500	28270,27625,26619
4133750	25372
5959000	4078
4256000	17771,3324
3895750	12475,5469,12933
1324500	7868
3511000	19651,14020,13020
1189000	23628,12175,11328
2771250	1494,476
12377250	3151,5492,22556,18075
10790500	7105
452750	14796,24392,15638
8702500	23779,8257
12417500	16406,16846,15138,3983,5478,24601,10570,8689,28411
5440750	19862,20045,14853,25029
6900500	6805
8216750	24281
6266000	4939,23774
5865750	11652,4238,3228
7003500	25090,11196
5336750	11000
5655250	11196,3702
8353250	27205,12285
5011500	20180,23779,13749,6219
3963750	4949,11176,3590,12977
2088000	21883,15019,617
1906000	2438
11078500	9275,18024
11362000	5330
6258500	12068
711500	26722
9244000	13442
8910750	26614,29078,11330
6572500	29099
4853750	25596
7143250	23896,28641,22087,24281
11434750	7071,21823,9985
1911500	21815
6848000	26619,24601,23622
9782500	6352
2920750	22400,23538
83250	1731,8769,21238,7989,6174,28885,7624,25753
5999000	10908,26523
